"","image","trialnum","condition","l_block_trial_key_resp.keys","l_block_trial_key_resp.rt","v_block_trial_key_resp.keys","v_block_trial_key_resp.rt","vtarget","Run","PartID","ltarget","expName"
"1","Alien4.bmp",379,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"2","Alien5.bmp",380,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"3","Alien6.bmp",381,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"4","Alien4.bmp",385,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"5","Alien5.bmp",386,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"6","Alien6.bmp",387,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"7","Alien7.bmp",391,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"8","Alien8.bmp",392,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"9","Alien9.bmp",393,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"10","Alien10.bmp",394,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"11","Alien11.bmp",395,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"12","Alien12.bmp",396,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"13","Alien1.bmp",397,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"14","Alien2.bmp",398,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"15","Alien3.bmp",399,"S","",NA,"3",0.0919523029588,3,6,"f002",FALSE,"visual"
"16","Alien4.bmp",400,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"17","Alien5.bmp",401,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"18","Alien6.bmp",402,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"19","Alien10.bmp",403,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"20","Alien11.bmp",404,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"21","Alien12.bmp",405,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"22","Alien7.bmp",406,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"23","Alien8.bmp",407,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"24","Alien9.bmp",408,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"25","Alien1.bmp",409,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"26","Alien2.bmp",410,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"27","Alien3.bmp",411,"S","",NA,"3",0.0586734600365,3,6,"f002",FALSE,"visual"
"28","Alien4.bmp",412,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"29","Alien5.bmp",413,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"30","Alien6.bmp",414,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"31","Alien1.bmp",415,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"32","Alien2.bmp",416,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"33","Alien3.bmp",417,"S","",NA,"3",0.0586546864361,3,6,"f002",FALSE,"visual"
"34","Alien7.bmp",418,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"35","Alien8.bmp",419,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"36","Alien9.bmp",420,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"37","Alien10.bmp",421,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"38","Alien11.bmp",422,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"39","Alien12.bmp",423,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"40","Alien7.bmp",424,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"41","Alien8.bmp",425,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"42","Alien9.bmp",426,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"43","Alien10.bmp",427,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"44","Alien11.bmp",428,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"45","Alien12.bmp",429,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"46","Alien1.bmp",430,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"47","Alien2.bmp",431,"S","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"48","Alien3.bmp",432,"S","",NA,"3",0.208689659368,3,6,"f002",FALSE,"visual"
"49","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"50","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"51","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"52","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"53","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"54","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"55","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"56","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"57","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"58","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"59","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"60","blank.png",0,"B","",NA,"None",NA,3,6,"f002",FALSE,"visual"
"61","K.png",385,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"62","E.png",386,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"63","B.png",387,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"64","B.png",388,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"65","D.png",389,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"66","B.png",390,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"67","G.png",391,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"68","K.png",392,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"69","D.png",393,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"70","L.png",394,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"71","L.png",395,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"72","G.png",396,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"73","E.png",397,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"74","M.png",398,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"75","K.png",399,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"76","C.png",400,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"77","A.png",401,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"78","F.png",402,"R","3",0.400454598945,"",NA,3,6,"f002",FALSE,"visual"
"79","J.png",403,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"80","M.png",404,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"81","C.png",405,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"82","H.png",406,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"83","M.png",407,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"84","H.png",408,"R","None",NA,"",NA,3,6,"f002",FALSE,"visual"
"85","blank.png",0,"B","",NA,"",NA,3,6,"f002",FALSE,"visual"
"86","blank.png",0,"B","",NA,"",NA,3,6,"f002",FALSE,"visual"
"87","blank.png",0,"B","",NA,"",NA,3,6,"f002",FALSE,"visual"
